judul,deskripsi,tanggal,link
Teknologi Informasi & Komunikasi,Menyebutkan Dan Menjelaskan Kemampuan Penggunaan Aplikasi Komputer Yang Wajib Dikuasai Oleh Seorang Guru Atau Pendidik Dikumpulkan Dalam Bentuk Soft File.,Kamis,https://drive.google.com/drive/folders/1-0kDwGKTJskdxKJk3MlDbH6ZFQf7qc7C
